Seq_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
SEQ221027	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221028	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221029	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221030	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221031	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221032	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221033	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221034	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221035	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221036	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221037	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221038	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221039	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221040	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221041	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221042	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221043	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221044	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221045	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221046	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ220671	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220672	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220673	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220674	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220675	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220676	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220677	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220678	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220679	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ220680	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura_albida
SEQ1191162	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191163	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191164	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191165	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191166	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191167	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191168	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191169	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191170	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191171	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191172	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191173	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191174	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191175	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1191176	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas_pellucidus
SEQ1187232	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187233	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187234	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187235	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187236	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187237	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187238	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187239	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187240	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187241	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187242	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187243	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187244	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187245	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187246	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187247	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187248	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187249	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187250	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187251	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187252	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187253	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187254	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187255	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187256	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187257	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187258	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187259	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187260	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187261	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187262	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187263	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187264	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187265	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187266	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187267	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187268	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187269	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187270	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187271	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187272	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187273	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187274	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187275	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187276	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187277	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187278	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187279	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187280	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187281	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187282	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187283	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187284	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187285	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187286	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187287	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187288	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187289	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187290	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187291	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187292	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187293	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187294	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187295	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187296	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187297	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187298	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187299	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187300	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187301	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187302	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187303	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187304	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187305	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187306	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187307	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187308	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187309	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187310	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187311	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187312	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187313	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187314	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187315	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187316	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187317	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187318	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187319	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187320	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187321	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187322	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187323	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187324	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187325	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187326	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187327	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187328	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187329	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187330	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187331	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187332	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187333	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187334	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187335	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187336	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187337	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187338	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187339	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187340	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187341	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187342	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187343	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187344	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187345	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187346	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187347	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187348	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187349	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187350	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187351	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187352	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187353	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187354	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187355	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187356	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187357	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187358	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187359	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187360	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187361	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187362	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187363	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187364	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187365	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187366	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187367	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187368	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187369	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187370	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187371	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187372	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187373	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187374	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187375	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187376	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187377	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187378	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187379	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187380	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187381	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187382	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187383	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187384	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187385	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187386	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187387	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187388	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187389	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187390	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187391	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187392	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187393	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187394	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187395	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187396	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187397	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187398	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187399	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187400	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187401	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187402	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187403	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187404	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187405	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187406	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187407	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187408	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187409	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187410	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187411	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187412	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
